iter	MultiClass
188	0.03028303747
189	0.03002973653
190	0.02983608601
191	0.02959664874
192	0.02947590025
193	0.02933182905
194	0.02916435048
195	0.02901706031
196	0.02885909527
197	0.02865138484
198	0.02841082174
199	0.02822875865
200	0.0281252964
201	0.02791654187
202	0.02774066059
203	0.02758624078
204	0.02742569934
205	0.02722105562
206	0.02716693791
207	0.02702006411
208	0.02681549247
209	0.02665727312
210	0.02654007867
211	0.02634601628
212	0.0261353433
213	0.02599371208
214	0.02589458049
215	0.02576753001
216	0.02558759149
217	0.02548408735
218	0.02532637201
219	0.025196923
220	0.02501987993
221	0.02487256627
222	0.0247527252
223	0.02468052557
224	0.02460783744
225	0.02451907935
226	0.02435047334
227	0.02420036204
228	0.02412178857
229	0.02399321786
230	0.02391963583
231	0.02381390421
232	0.02371549022
233	0.02364763309
234	0.02355967971
235	0.02344968161
236	0.02335798177
237	0.02326604386
238	0.02318812046
239	0.02307596665
240	0.02299394461
241	0.02285212372
242	0.02279912279
243	0.0226659177
244	0.02259681079
245	0.02255405672
246	0.02245712932
247	0.02236631228
248	0.02225951129
249	0.02213398829
250	0.0220665995
251	0.02192129184
252	0.02181585082
253	0.02168856835
254	0.02160411497
255	0.02156814408
256	0.02145988955
257	0.02137249033
258	0.02128600617
259	0.02118822493
260	0.02111807529
261	0.02101409829
262	0.02093569297
263	0.02084327327
264	0.0207679052
265	0.02062624059
266	0.0205255308
267	0.02044956202
268	0.02035824687
269	0.02028264012
270	0.02016139951
271	0.02010563917
272	0.01997576634
273	0.01990596113
274	0.01981925676
275	0.0197568751
276	0.01963932184
277	0.01959601429
278	0.01952594878
279	0.01950449225
280	0.01944916538
281	0.01937426513
282	0.01930339631
283	0.01924471186
284	0.0191849798
285	0.01903505585
286	0.0189659888
287	0.01889387293
288	0.01881494677
289	0.01873179535
290	0.01870145091
291	0.0186865284
292	0.01862447731
293	0.01853464116
294	0.01849874228
295	0.01841443472
296	0.01834210354
297	0.01826790751
298	0.01819604971
299	0.0181375702
300	0.01803194272
301	0.01796505971
302	0.0178430363
303	0.01777890458
304	0.01771526269
305	0.01765493714
306	0.01758810164
307	0.01751592234
308	0.01745836468
309	0.01742350777
310	0.0173941539
311	0.01733869206
312	0.01728088972
313	0.01721588401
314	0.0171703422
315	0.01714527912
316	0.0170978815
317	0.01704157388
318	0.01697683139
319	0.01693193624
320	0.01685713953
321	0.0167783494
322	0.0167336362
323	0.01666434932
324	0.01661258866
325	0.01655335283
326	0.01645977725
327	0.01639140236
328	0.01633887988
329	0.01626057063
330	0.01618227416
331	0.01615665338
332	0.01610055042
333	0.0160757399
334	0.01604478995
335	0.01598257995
336	0.01593886268
337	0.01589684169
338	0.01585095879
339	0.01579060999
340	0.01577938508
341	0.01570767254
342	0.01566819053
343	0.01561518453
344	0.01557151544
345	0.01550969188
346	0.01543676417
347	0.0154086342
348	0.01535612763
349	0.01535212599
350	0.0152999846
351	0.01525072306
352	0.01521044822
353	0.0151551978
354	0.01510026975
355	0.01505303576
356	0.01501050181
357	0.01500218503
358	0.0149680565
359	0.01493908611
360	0.01490660849
361	0.01486641889
362	0.01482588448
363	0.01477760566
364	0.01474837842
365	0.01471468024
366	0.0146738515
367	0.0146151756
368	0.01456613364
369	0.0145240747
370	0.01446829009
371	0.01443816507
372	0.01440465618
373	0.0143721878
374	0.0143358978
375	0.01432463945
376	0.01429665264
377	0.01425655389
378	0.01421008239
379	0.01416939578
380	0.01412690477
381	0.01408729179
382	0.01406283281
383	0.01400943613
384	0.01396441391
385	0.0139345264
386	0.01388111208
387	0.01385241059
388	0.01382274101
389	0.01377914127
390	0.01373311412
391	0.01371575305
392	0.0136721383
393	0.01363345215
394	0.01358563023
395	0.01355640766
396	0.01351699513
397	0.01347024037
398	0.01339854884
399	0.01336761284
400	0.01329842999
401	0.0132680672
402	0.01320828848
403	0.0131697725
404	0.01313309265
405	0.01311026011
406	0.01307292517
407	0.01305411796
408	0.0130361373
409	0.01301104234
410	0.01294281145
411	0.0128998916
412	0.01285848243
413	0.01281944831
414	0.01279765818
415	0.01276445678
416	0.01272726823
417	0.01268515682
418	0.01267614507
419	0.01265841986
420	0.01261324923
421	0.01258877754
422	0.01256734563
423	0.01253009045
424	0.01251292345
425	0.0124971466
426	0.01243937836
427	0.01239475317
428	0.01238360151
429	0.0123352859
430	0.01230630932
431	0.0122674088
432	0.01222886965
433	0.01220952812
434	0.01218794079
435	0.01215097218
436	0.01211785729
437	0.01208208338
438	0.01206739983
439	0.01204424842
440	0.01200732074
441	0.01198458299
442	0.01195597479
443	0.0119242644
444	0.01188864165
445	0.01188012037
446	0.01185033935
447	0.01181710996
448	0.01178583197
449	0.01175507306
450	0.01172108738
451	0.01169584502
452	0.01165262768
453	0.01159188438
454	0.01155130735
455	0.01153573657
456	0.01149885766
457	0.01149550301
458	0.01145951838
459	0.01142909958
460	0.01140191644
461	0.01138551634
462	0.01135713855
463	0.01133178085
464	0.01130195324
465	0.0112840871
466	0.01125616064
467	0.01124211005
468	0.01120442621
469	0.01116005149
470	0.01113405677
471	0.01111294336
472	0.01109190833
473	0.01105806926
474	0.01101137847
475	0.01099154197
476	0.01095643309
477	0.01091815452
478	0.01087833484
479	0.01085312355
480	0.0108383569
481	0.01080841305
482	0.01079203472
483	0.01075704338
484	0.01071720484
485	0.01068649244
486	0.01065940734
487	0.0106381218
488	0.01060596068
489	0.01058655479
490	0.01055454917
491	0.01053803593
492	0.01050433744
493	0.01046584544
494	0.01043590663
495	0.01041606775
496	0.01038342103
497	0.01034905213
498	0.01033058746
499	0.01029430072
500	0.01028013474
501	0.0102667293
502	0.01024719883
503	0.01020285847
504	0.01019236473
505	0.01017319021
506	0.01015464494
507	0.01014087837
508	0.01012285523
509	0.01008949712
510	0.01005775917
511	0.0100228064
512	0.0100025896
513	0.009964511808
514	0.009939674024
515	0.009913692769
516	0.009900596841
517	0.009880603353
518	0.009848012918
519	0.009833630848
520	0.009826665431
521	0.009791750632
522	0.009760836439
523	0.009729474927
524	0.009714630093
525	0.009691353484
526	0.009677962799
527	0.009654186568
528	0.009631044596
529	0.009593742108
530	0.009570195858
531	0.009537880813
532	0.009508958872
533	0.009474139894
534	0.009469056018
535	0.009446744947
536	0.009422663921
537	0.009413509973
538	0.009386481612
539	0.009369998031
540	0.009362627671
541	0.009345800712
542	0.009316712116
543	0.009285297972
544	0.009259080762
545	0.00923674619
546	0.009216722911
547	0.00919727601
548	0.00917941553
549	0.009139647554
550	0.009109247324
551	0.009092346945
552	0.009073529716
553	0.009059674006
554	0.009037994055
555	0.009021928669
556	0.009004150979
557	0.008986921168
558	0.008967374798
559	0.008932574013
560	0.008916290941
561	0.008907432098
562	0.008892303267
563	0.008872672763
564	0.0088483386
565	0.008839268237
566	0.008816347963
567	0.008794931723
568	0.008773151126
569	0.008763600851
570	0.008750832029
571	0.008727143112
572	0.008715331505
573	0.008705278884
574	0.008681522316
575	0.008664826096
576	0.008646521602
577	0.00863038186
578	0.008617775251
579	0.008607725248
580	0.008578108995
581	0.008553091348
582	0.008527578977
583	0.008502327826
584	0.008467106135
585	0.008458627415
586	0.008432344859
587	0.008420971317
588	0.008401283818
589	0.008391991338
590	0.008373467496
591	0.00835968273
592	0.00835594052
593	0.008345562947
594	0.008336360061
595	0.008326762077
596	0.008320541551
597	0.00831044401
598	0.008281091604
599	0.008269171289
600	0.008262687894
601	0.008251124719
602	0.008236296106
603	0.008228485904
604	0.008212521096
605	0.008201564019
606	0.008190489565
607	0.008175391202
608	0.008162968035
609	0.008151577414
610	0.008140612105
611	0.008134374747
612	0.008115254397
613	0.008096363196
614	0.008083469829
615	0.008076426289
616	0.008061230697
617	0.008038110476
618	0.008025450368
619	0.008013306226
620	0.00800720078
621	0.00799055399
622	0.007969939159
623	0.007955507784
624	0.00794806035
625	0.007935151446
626	0.007923840611
627	0.007921286741
628	0.007895691067
629	0.007873503476
630	0.007862516879
631	0.007849124172
632	0.007836847418
633	0.007827902628
634	0.007816821861
635	0.007798828928
636	0.007786138504
637	0.007777901913
638	0.007757710668
639	0.007743058973
640	0.007737497648
641	0.007718351451
642	0.007692019317
643	0.007682160579
644	0.007663598003
645	0.007649483945
646	0.0076362385
647	0.007614902452
648	0.007599275428
649	0.007589357716
650	0.007579208321
651	0.007553339908
652	0.007537276611
653	0.007521016348
654	0.007513079241
655	0.007500274185
656	0.00749204828
657	0.007470349352
658	0.007461527848
659	0.007456243901
660	0.007443909922
661	0.007433169926
662	0.007415631295
663	0.007407896398
664	0.007404350203
665	0.00739406162
666	0.007382491934
667	0.007364970136
668	0.007355195637
669	0.007348343844
670	0.007331807204
671	0.007321063531
672	0.007309369674
673	0.007296186993
674	0.007286534312
675	0.007261530269
676	0.007241455817
677	0.007224496961
678	0.007199972353
679	0.007185141479
680	0.007177206135
681	0.007173920336
682	0.007162728045
683	0.007144404683
684	0.007131587169
685	0.007126048747
686	0.00711548876
687	0.007103600716
688	0.007085633206
689	0.007077742592
690	0.007066359658
691	0.007050233969
692	0.007047743099
693	0.007037473042
694	0.007025095941
695	0.007017504765
696	0.007001129536
697	0.006995301812
698	0.006989224295
699	0.006976352555
700	0.006964881253
701	0.006956899559
702	0.006936766199
703	0.006925155149
704	0.006913891918
705	0.006901042198
706	0.006891048095
707	0.006882861934
708	0.006872238994
709	0.006862107629
710	0.006849342378
711	0.006836920953
712	0.006832026539
713	0.006818278606
714	0.006801287384
715	0.006781436944
716	0.006766102075
717	0.006746678679
718	0.00672814962
719	0.00671599955
720	0.006703196137
721	0.006690609358
722	0.006680760279
723	0.006669537172
724	0.006661924899
725	0.006649241997
726	0.006642838873
727	0.006636873009
728	0.00662461299
729	0.006614538234
730	0.006596281822
731	0.006591472616
732	0.006580092956
733	0.006570819891
734	0.006568456459
735	0.006557628837
736	0.006553481639
737	0.006540220204
738	0.006527405197
739	0.006521799234
740	0.006508823001
741	0.006494667998
742	0.006478970876
743	0.00646613016
744	0.006453282412
745	0.006440251751
746	0.006433418449
747	0.006423001266
748	0.006410499764
749	0.006394591556
750	0.006384088506
751	0.006368493782
752	0.006361152758
753	0.00634877637
754	0.006340815269
755	0.006328559302
756	0.006315147572
757	0.006300951332
758	0.006285959729
759	0.006278014591
760	0.006262029755
761	0.006257268594
762	0.006245585683
763	0.00623251267
764	0.00622564513
765	0.006214849944
766	0.006201656258
767	0.006183734284
768	0.006170600739
769	0.006166892669
770	0.006160043849
771	0.006148554117
772	0.006142010304
773	0.006132396136
774	0.00613013505
775	0.006115901791
776	0.00610639475
777	0.006095485699
778	0.006080380921
779	0.006072495335
780	0.006062447145
781	0.006051988151
782	0.006044972485
783	0.006035024034
784	0.006030726717
785	0.006022294035
786	0.006014835716
787	0.006003028755
788	0.005983646913
789	0.00596791381
790	0.00594664733
791	0.005940172746
792	0.005927680851
793	0.005918087269
794	0.005905368664
795	0.00589259828
796	0.005882122229
797	0.005875110436
798	0.005863346663
799	0.005858359874
800	0.00584523865
801	0.005833062401
802	0.005828335619
803	0.005819681626
804	0.005807938678
805	0.005802690284
806	0.00578768814
807	0.005781525983
808	0.005777984594
809	0.005771956997
810	0.005765866669
811	0.005761881103
812	0.005745401143
813	0.005734952341
814	0.00572573262
815	0.005712570169
816	0.00570638389
817	0.005696690181
818	0.005687959402
819	0.005682211777
820	0.005676671447
821	0.005662971389
822	0.005651852
823	0.005643690175
824	0.005636789825
825	0.005628399128
826	0.005619222723
827	0.005611306595
828	0.005593311884
829	0.005580483247
830	0.005574965284
831	0.0055636071
832	0.005557676491
833	0.005549323152
834	0.005542672682
835	0.005535153891
836	0.005527315118
837	0.005514503191
838	0.005509104926
839	0.005499742449
840	0.005493391043
841	0.005484360162
842	0.005479181892
843	0.005464656756
844	0.005458267685
845	0.005450154235
846	0.005442267971
847	0.005435256771
848	0.005418832369
849	0.005408436827
850	0.005400664055
851	0.005388648202
852	0.00538560497
853	0.005379744185
854	0.005375267784
855	0.005362253173
856	0.005356151557
857	0.005346356965
858	0.005340897655
859	0.005335230767
860	0.005328703349
861	0.005324107941
862	0.005315581346
863	0.005306965565
864	0.005291018096
865	0.005280555527
866	0.005273828378
867	0.005268036287
868	0.005264046225
869	0.005253521521
870	0.005240061607
871	0.005230563733
872	0.005220807579
873	0.005215405446
874	0.005203842514
875	0.005192796042
876	0.005185588193
877	0.005172735588
878	0.005163782119
879	0.005156212583
880	0.00514813179
881	0.005146393775
882	0.005141315734
883	0.005129175693
884	0.005122257844
885	0.00511503509
886	0.005103787551
887	0.005095600717
888	0.005090447022
889	0.005076731406
890	0.005075063259
891	0.005069441333
892	0.005056832753
893	0.005047541458
894	0.005039770996
895	0.005030245174
896	0.005026406244
897	0.005019886658
898	0.005012819672
899	0.005008689946
900	0.005002701323
901	0.004991397514
902	0.004983229395
903	0.004974803709
904	0.004973181757
905	0.004968230371
906	0.004961081334
907	0.004950859435
908	0.004941520352
909	0.004938222312
910	0.004929571624
911	0.004923191307
912	0.004915309643
913	0.004910925841
914	0.004904909503
915	0.004891274373
916	0.004882651346
917	0.004879265048
918	0.004876902586
919	0.004868589315
920	0.004858879491
921	0.004854258061
922	0.004847088579
923	0.004838513007
924	0.004835732494
925	0.004834494253
926	0.004828250666
927	0.004826045125
928	0.00481568109
929	0.004810549652
930	0.004806346581
931	0.004797371431
932	0.004794245215
933	0.004787941263
934	0.004783245903
935	0.004779919691
936	0.004776559133
937	0.004769306835
938	0.0047616868
939	0.004754210182
940	0.004746497568
941	0.00473706931
942	0.00473247035
943	0.004723272108
944	0.00471799397
945	0.004715751066
946	0.004713591391
947	0.004707347161
948	0.004700741256
949	0.004695494545
950	0.004689896915
951	0.004682617548
952	0.004678612661
953	0.004674800279
954	0.004667071777
955	0.00466398923
956	0.00466299772
957	0.004657450152
958	0.004648532677
959	0.004643727081
960	0.004636084267
961	0.004627142339
962	0.004621183977
963	0.004613573715
964	0.00460754947
965	0.004606225655
966	0.004602035622
967	0.004594595962
968	0.004590892276
969	0.004582449225
970	0.00457251471
971	0.004565720805
972	0.004560695339
973	0.004553388927
974	0.004547432012
975	0.004545721228
976	0.004539947311
977	0.004533851087
978	0.004527982394
979	0.004521251123
980	0.004514726506
981	0.004509759683
982	0.004505789351
983	0.004503161814
984	0.004499067897
985	0.004495142145
986	0.004488759317
987	0.004478102752
988	0.004471904089
989	0.004467239733
990	0.004461142672
991	0.004457421838
992	0.004453471857
993	0.004447114335
994	0.004444789911
995	0.004440218669
996	0.004439055048
997	0.004436167531
998	0.004431549139
999	0.004426931766
